,pokemon,base_experience,height,name,order,weight,abilities,moves,types
232,darmanitan-zen,189,13,darmanitan-zen,674,929,"'sheer-force', 'zen-mode'","'mega-punch', 'fire-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'thrash', 'bite', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'strength', 'solar-beam', 'fire-spin', 'earthquake', 'dig', 'toxic', 'psychic', 'rage', 'double-team', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'belly-drum', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'hidden-power', 'sunny-day', 'future-sight', 'rock-smash', 'uproar', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'trick', 'superpower', 'brick-break', 'endeavor', 'snatch', 'secret-power', 'overheat', 'rock-tomb', 'iron-defense', 'bulk-up', 'hammer-arm', 'gyro-ball', 'u-turn', 'payback', 'fling', 'power-swap', 'guard-swap', 'flare-blitz', 'focus-blast', 'giga-impact', 'fire-fang', 'zen-headbutt', 'iron-head', 'stone-edge', 'grass-knot', 'smack-down', 'flame-charge', 'round', 'incinerate', 'bulldoze', 'work-up', 'confide', 'mystical-fire', 'power-up-punch', 'laser-focus', 'body-press', 'expanding-force', 'burning-jealousy', 'lash-out'","'fire', 'psychic'"
233,dartrix,147,7,dartrix,869,160,"'overgrow', 'long-reach'","'swords-dance', 'fury-attack', 'tackle', 'take-down', 'growl', 'peck', 'razor-leaf', 'solar-beam', 'toxic', 'double-team', 'light-screen', 'swift', 'sky-attack', 'rest', 'substitute', 'snore', 'protect', 'foresight', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'feather-dance', 'astonish', 'air-cutter', 'bullet-seed', 'aerial-ace', 'covet', 'magical-leaf', 'leaf-blade', 'roost', 'pluck', 'tailwind', 'worry-seed', 'sucker-punch', 'seed-bomb', 'air-slash', 'energy-ball', 'brave-bird', 'nasty-plot', 'shadow-claw', 'shadow-sneak', 'defog', 'leaf-storm', 'grass-knot', 'ominous-wind', 'round', 'echoed-voice', 'grass-pledge', 'work-up', 'grassy-terrain', 'confide', 'leafage', 'grassy-glide', 'dual-wingbeat', 'tera-blast', 'trailblaze'","'grass', 'flying'"
234,darumaka,63,6,darumaka,671,375,"'hustle', 'inner-focus'","'mega-punch', 'fire-punch', 'mega-kick', 'headbutt', 'tackle', 'take-down', 'thrash', 'bite', 'roar', 'ember', 'flamethrower', 'strength', 'solar-beam', 'fire-spin', 'dig', 'toxic', 'rage', 'double-team', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'thief', 'flame-wheel', 'snore', 'protect', 'belly-drum', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'hidden-power', 'sunny-day', 'rock-smash', 'uproar', 'heat-wave', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'superpower', 'brick-break', 'yawn', 'endeavor', 'snatch', 'secret-power', 'overheat', 'rock-tomb', 'extrasensory', 'hammer-arm', 'gyro-ball', 'u-turn', 'fling', 'flare-blitz', 'fire-fang', 'zen-headbutt', 'grass-knot', 'flame-charge', 'round', 'incinerate', 'work-up', 'confide', 'power-up-punch'",'fire'
235,darumaka-galar,63,7,darumaka-galar,672,400,"'hustle', 'inner-focus'","'mega-punch', 'fire-punch', 'ice-punch', 'mega-kick', 'headbutt', 'tackle', 'take-down', 'thrash', 'bite', 'flamethrower', 'ice-beam', 'blizzard', 'solar-beam', 'fire-spin', 'dig', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'thief', 'flame-wheel', 'snore', 'powder-snow', 'protect', 'belly-drum', 'endure', 'attract', 'sleep-talk', 'encore', 'sunny-day', 'uproar', 'heat-wave', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'superpower', 'brick-break', 'yawn', 'overheat', 'rock-tomb', 'hammer-arm', 'gyro-ball', 'u-turn', 'fling', 'flare-blitz', 'avalanche', 'ice-fang', 'fire-fang', 'zen-headbutt', 'grass-knot', 'round', 'incinerate', 'work-up', 'freeze-dry', 'power-up-punch'",'ice'
236,decidueye,265,16,decidueye,870,366,"'overgrow', 'long-reach'","'swords-dance', 'fury-attack', 'tackle', 'take-down', 'growl', 'hyper-beam', 'peck', 'low-kick', 'razor-leaf', 'solar-beam', 'toxic', 'night-shade', 'double-team', 'confuse-ray', 'light-screen', 'swift', 'sky-attack', 'rest', 'substitute', 'snore', 'spite', 'protect', 'foresight', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'facade', 'nature-power', 'helping-hand', 'imprison', 'feather-dance', 'astonish', 'air-cutter', 'bullet-seed', 'aerial-ace', 'frenzy-plant', 'covet', 'magical-leaf', 'leaf-blade', 'roost', 'pluck', 'tailwind', 'u-turn', 'worry-seed', 'sucker-punch', 'seed-bomb', 'air-slash', 'energy-ball', 'brave-bird', 'giga-impact', 'nasty-plot', 'shadow-claw', 'shadow-sneak', 'psycho-cut', 'defog', 'leaf-storm', 'grass-knot', 'ominous-wind', 'smack-down', 'low-sweep', 'round', 'echoed-voice', 'hex', 'acrobatics', 'grass-pledge', 'work-up', 'hurricane', 'phantom-force', 'grassy-terrain', 'confide', 'spirit-shackle', 'solar-blade', 'leafage', 'laser-focus', 'grassy-glide', 'skitter-smack', 'poltergeist', 'dual-wingbeat', 'tera-blast', 'trailblaze'","'grass', 'ghost'"
238,dedenne,151,2,dedenne,836,22,"'cheek-pouch', 'pickup', 'plus'","'thunder-punch', 'cut', 'tackle', 'take-down', 'tail-whip', 'hyper-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'double-team', 'light-screen', 'swift', 'flash', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'charge', 'helping-hand', 'recycle', 'secret-power', 'signal-beam', 'aerial-ace', 'covet', 'shock-wave', 'natural-gift', 'u-turn', 'fling', 'last-resort', 'magnet-rise', 'seed-bomb', 'giga-impact', 'discharge', 'grass-knot', 'charge-beam', 'electro-ball', 'entrainment', 'round', 'ally-switch', 'retaliate', 'volt-switch', 'electroweb', 'wild-charge', 'parabolic-charge', 'draining-kiss', 'misty-terrain', 'play-rough', 'confide', 'eerie-impulse', 'electric-terrain', 'dazzling-gleam', 'nuzzle', 'tearful-look', 'rising-voltage', 'tera-blast', 'trailblaze'","'electric', 'fairy'"
239,deerling,67,6,deerling,707,195,"'chlorophyll', 'sap-sipper', 'serene-grace'","'double-kick', 'jump-kick', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'leech-seed', 'solar-beam', 'thunder-wave', 'dig', 'toxic', 'agility', 'double-team', 'light-screen', 'flash', 'rest', 'substitute', 'snore', 'protect', 'feint-attack', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'facade', 'nature-power', 'helping-hand', 'secret-power', 'camouflage', 'aromatherapy', 'fake-tears', 'odor-sleuth', 'grass-whistle', 'bullet-seed', 'bounce', 'magical-leaf', 'natural-gift', 'last-resort', 'worry-seed', 'seed-bomb', 'energy-ball', 'zen-headbutt', 'leaf-storm', 'grass-knot', 'round', 'echoed-voice', 'retaliate', 'bulldoze', 'work-up', 'wild-charge', 'grassy-terrain', 'play-rough', 'confide', 'tera-blast', 'trailblaze'","'normal', 'grass'"
240,deino,60,8,deino,756,173,'hustle',"'slam', 'headbutt', 'tackle', 'body-slam', 'take-down', 'bite', 'roar', 'strength', 'dragon-rage', 'thunder-wave', 'toxic', 'screech', 'double-team', 'focus-energy', 'rest', 'substitute', 'thief', 'snore', 'spite', 'protect', 'scary-face', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'psych-up', 'rock-smash', 'uproar', 'torment', 'facade', 'taunt', 'superpower', 'secret-power', 'hyper-voice', 'astonish', 'shock-wave', 'assurance', 'dark-pulse', 'aqua-tail', 'dragon-pulse', 'dragon-rush', 'earth-power', 'nasty-plot', 'thunder-fang', 'ice-fang', 'fire-fang', 'zen-headbutt', 'draco-meteor', 'head-smash', 'double-hit', 'round', 'incinerate', 'dragon-tail', 'work-up', 'snarl', 'belch', 'confide', 'tera-blast'","'dark', 'dragon'"
241,delcatty,140,11,delcatty,404,326,"'cute-charm', 'normalize', 'wonder-skin'","'double-slap', 'headbutt', 'body-slam', 'double-edge', 'growl', 'sing', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'mimic', 'double-team', 'defense-curl', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'fake-out', 'uproar', 'facade', 'helping-hand', 'secret-power', 'hyper-voice', 'covet', 'calm-mind', 'shock-wave', 'water-pulse', 'natural-gift', 'payback', 'last-resort', 'sucker-punch', 'giga-impact', 'zen-headbutt', 'captivate', 'grass-knot', 'charge-beam', 'round', 'echoed-voice', 'retaliate', 'work-up', 'wild-charge', 'confide', 'laser-focus', 'stomping-tantrum'",'normal'
242,delibird,116,9,delibird,325,160,"'vital-spirit', 'hustle', 'insomnia'","'mega-punch', 'ice-punch', 'fly', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'ice-beam', 'blizzard', 'aurora-beam', 'hyper-beam', 'drill-peck', 'counter', 'seismic-toss', 'toxic', 'agility', 'quick-attack', 'mimic', 'double-team', 'swift', 'sky-attack', 'splash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'mud-slap', 'spikes', 'destiny-bond', 'icy-wind', 'detect', 'endure', 'rollout', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'present', 'frustration', 'baton-pass', 'rapid-spin', 'hidden-power', 'rain-dance', 'future-sight', 'fake-out', 'hail', 'memento', 'facade', 'focus-punch', 'helping-hand', 'recycle', 'brick-break', 'secret-power', 'ice-ball', 'weather-ball', 'air-cutter', 'signal-beam', 'aerial-ace', 'icicle-spear', 'bounce', 'water-pulse', 'natural-gift', 'pluck', 'tailwind', 'assurance', 'fling', 'seed-bomb', 'air-slash', 'brave-bird', 'giga-impact', 'avalanche', 'ice-shard', 'defog', 'gunk-shot', 'captivate', 'foul-play', 'round', 'acrobatics', 'bestow', 'frost-breath', 'drill-run', 'freeze-dry', 'confide', 'power-up-punch', 'brutal-swing', 'aurora-veil', 'triple-axel', 'dual-wingbeat', 'tera-blast', 'ice-spinner', 'snowscape', 'trailblaze', 'chilling-water'","'ice', 'flying'"
243,delphox,240,15,delphox,785,390,"'blaze', 'magician'","'fire-punch', 'thunder-punch', 'scratch', 'cut', 'take-down', 'tail-whip', 'ember', 'flamethrower', 'psybeam', 'hyper-beam', 'low-kick', 'solar-beam', 'fire-spin', 'toxic', 'psychic', 'agility', 'night-shade', 'double-team', 'confuse-ray', 'light-screen', 'reflect', 'metronome', 'fire-blast', 'swift', 'dream-eater', 'rest', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'heat-wave', 'will-o-wisp', 'facade', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'hyper-voice', 'blast-burn', 'overheat', 'signal-beam', 'howl', 'mud-shot', 'covet', 'calm-mind', 'shock-wave', 'embargo', 'lucky-chant', 'flare-blitz', 'focus-blast', 'switcheroo', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'trick-room', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'flame-charge', 'foul-play', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'hex', 'incinerate', 'fire-pledge', 'work-up', 'confide', 'mystical-fire', 'dazzling-gleam', 'power-up-punch', 'laser-focus', 'psychic-terrain', 'tera-blast'","'fire', 'psychic'"
244,deoxys-attack,270,17,deoxys-attack,515,608,'pressure',"'mega-punch', 'cut', 'bind', 'mega-kick', 'headbutt', 'body-slam', 'wrap', 'double-edge', 'leer', 'ice-beam', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'teleport', 'night-shade', 'mimic', 'double-team', 'light-screen', 'reflect', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'mud-slap', 'zap-cannon', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'torment', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'superpower', 'magic-coat', 'recycle', 'brick-break', 'skill-swap', 'snatch', 'secret-power', 'rock-tomb', 'cosmic-power', 'signal-beam', 'aerial-ace', 'calm-mind', 'shock-wave', 'water-pulse', 'psycho-boost', 'gravity', 'natural-gift', 'fling', 'psycho-shift', 'poison-jab', 'dark-pulse', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'avalanche', 'zen-headbutt', 'flash-cannon', 'trick-room', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'low-sweep', 'round', 'ally-switch', 'confide', 'power-up-punch', 'laser-focus', 'throat-chop', 'brutal-swing', 'stomping-tantrum'",'psychic'
245,deoxys-defense,270,17,deoxys-defense,516,608,'pressure',"'mega-punch', 'cut', 'bind', 'mega-kick', 'headbutt', 'body-slam', 'wrap', 'double-edge', 'leer', 'ice-beam', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'teleport', 'night-shade', 'mimic', 'double-team', 'recover', 'light-screen', 'reflect', 'amnesia', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'mud-slap', 'spikes', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'sunny-day', 'mirror-coat', 'psych-up', 'shadow-ball', 'rock-smash', 'torment', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'skill-swap', 'snatch', 'secret-power', 'rock-tomb', 'signal-beam', 'aerial-ace', 'iron-defense', 'calm-mind', 'shock-wave', 'water-pulse', 'psycho-boost', 'gravity', 'natural-gift', 'fling', 'psycho-shift', 'poison-jab', 'dark-pulse', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'avalanche', 'zen-headbutt', 'flash-cannon', 'trick-room', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'low-sweep', 'round', 'ally-switch', 'confide', 'power-up-punch', 'laser-focus', 'throat-chop', 'brutal-swing', 'stomping-tantrum'",'psychic'
246,deoxys-normal,270,17,deoxys-normal,514,608,'pressure',"'fire-punch', 'ice-punch', 'thunder-punch', 'cut', 'bind', 'headbutt', 'body-slam', 'wrap', 'double-edge', 'leer', 'ice-beam', 'hyper-beam', 'low-kick', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'teleport', 'night-shade', 'mimic', 'double-team', 'recover', 'light-screen', 'reflect', 'swift', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'nightmare', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'torment', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'skill-swap', 'snatch', 'secret-power', 'rock-tomb', 'cosmic-power', 'signal-beam', 'aerial-ace', 'calm-mind', 'shock-wave', 'water-pulse', 'psycho-boost', 'gravity', 'natural-gift', 'fling', 'psycho-shift', 'poison-jab', 'dark-pulse', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'avalanche', 'zen-headbutt', 'flash-cannon', 'trick-room', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'low-sweep', 'round', 'ally-switch', 'confide', 'power-up-punch', 'laser-focus', 'throat-chop', 'brutal-swing', 'stomping-tantrum'",'psychic'
247,deoxys-speed,270,17,deoxys-speed,517,608,'pressure',"'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'cut', 'bind', 'mega-kick', 'headbutt', 'body-slam', 'wrap', 'double-edge', 'leer', 'ice-beam', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'agility', 'night-shade', 'mimic', 'double-team', 'recover', 'light-screen', 'reflect', 'swift', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'extreme-speed', 'shadow-ball', 'rock-smash', 'torment', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'skill-swap', 'snatch', 'secret-power', 'rock-tomb', 'signal-beam', 'aerial-ace', 'calm-mind', 'shock-wave', 'water-pulse', 'psycho-boost', 'gravity', 'natural-gift', 'fling', 'psycho-shift', 'poison-jab', 'dark-pulse', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'avalanche', 'zen-headbutt', 'flash-cannon', 'trick-room', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'low-sweep', 'round', 'ally-switch', 'confide', 'power-up-punch', 'laser-focus', 'throat-chop', 'brutal-swing', 'stomping-tantrum'",'psychic'
248,dewgong,166,17,dewgong,140,1200,"'thick-fat', 'hydration', 'ice-body'","'pay-day', 'headbutt', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'growl', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'hyper-beam', 'strength', 'toxic', 'rage', 'mimic', 'double-team', 'bide', 'waterfall', 'skull-bash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'megahorn', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'whirlpool', 'fake-out', 'hail', 'facade', 'helping-hand', 'secret-power', 'dive', 'signal-beam', 'sheer-cold', 'water-pulse', 'brine', 'natural-gift', 'fling', 'aqua-ring', 'aqua-tail', 'giga-impact', 'avalanche', 'ice-shard', 'captivate', 'aqua-jet', 'round', 'echoed-voice', 'frost-breath', 'drill-run', 'confide', 'smart-strike', 'liquidation'","'water', 'ice'"
249,dewott,145,8,dewott,617,245,"'torrent', 'shell-armor'","'swords-dance', 'cut', 'tackle', 'take-down', 'tail-whip', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'dig', 'toxic', 'double-team', 'focus-energy', 'waterfall', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'icy-wind', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'hail', 'facade', 'taunt', 'helping-hand', 'revenge', 'brick-break', 'secret-power', 'dive', 'aerial-ace', 'covet', 'water-sport', 'water-pulse', 'fling', 'aqua-tail', 'air-slash', 'x-scissor', 'avalanche', 'grass-knot', 'aqua-jet', 'soak', 'round', 'scald', 'retaliate', 'water-pledge', 'work-up', 'razor-shell', 'confide', 'liquidation', 'tera-blast', 'snowscape', 'chilling-water'",'water'
250,dewpider,54,3,dewpider,907,40,"'water-bubble', 'water-absorb'","'headbutt', 'bite', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'toxic', 'double-team', 'waterfall', 'leech-life', 'bubble', 'rest', 'substitute', 'spider-web', 'snore', 'protect', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'crunch', 'mirror-coat', 'stockpile', 'spit-up', 'facade', 'magic-coat', 'signal-beam', 'iron-defense', 'water-sport', 'water-pulse', 'aqua-ring', 'poison-jab', 'x-scissor', 'bug-buzz', 'bug-bite', 'power-split', 'wonder-room', 'magic-room', 'soak', 'entrainment', 'round', 'scald', 'frost-breath', 'sticky-web', 'confide', 'infestation', 'lunge', 'liquidation', 'skitter-smack'","'water', 'bug'"
251,dhelmise,181,39,dhelmise,957,2100,'steelworker',"'swords-dance', 'slam', 'wrap', 'hydro-pump', 'surf', 'hyper-beam', 'absorb', 'mega-drain', 'growth', 'solar-beam', 'earthquake', 'toxic', 'double-team', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'spite', 'protect', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'rapid-spin', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'whirlpool', 'facade', 'helping-hand', 'role-play', 'brick-break', 'knock-off', 'astonish', 'metal-sound', 'muddy-water', 'aerial-ace', 'iron-defense', 'block', 'gyro-ball', 'brine', 'payback', 'assurance', 'embargo', 'energy-ball', 'switcheroo', 'giga-impact', 'shadow-claw', 'flash-cannon', 'power-whip', 'iron-head', 'grass-knot', 'telekinesis', 'sludge-wave', 'heavy-slam', 'round', 'ally-switch', 'hex', 'bulldoze', 'phantom-force', 'confide', 'solar-blade', 'anchor-shot', 'brutal-swing', 'liquidation', 'body-press', 'steel-roller', 'grassy-glide', 'poltergeist'","'ghost', 'grass'"
