,pokemon,base_experience,height,name,order,weight,abilities,moves,types,color
89,diancie,300,7,diancie,863,88,['clear-body'],"['tackle', 'body-slam', 'take-down', 'hyper-beam', 'rock-throw', 'toxic', 'psychic', 'double-team', 'harden', 'light-screen', 'reflect', 'metronome', 'swift', 'amnesia', 'flash', 'explosion', 'rest', 'rock-slide', 'sharpen', 'substitute', 'snore', 'flail', 'protect', 'spikes', 'sandstorm', 'endure', 'charm', 'swagger', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'baton-pass', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'hail', 'facade', 'nature-power', 'helping-hand', 'endeavor', 'skill-swap', 'secret-power', 'fake-tears', 'rock-tomb', 'sand-tomb', 'iron-defense', 'covet', 'calm-mind', 'gravity', 'gyro-ball', 'guard-swap', 'last-resort', 'magnet-rise', 'rock-polish', 'power-gem', 'earth-power', 'giga-impact', 'flash-cannon', 'trick-room', 'stone-edge', 'stealth-rock', 'guard-split', 'wonder-room', 'psyshock', 'telekinesis', 'smack-down', 'after-you', 'round', 'stored-power', 'ally-switch', 'bulldoze', 'draining-kiss', 'play-rough', 'moonblast', 'confide', 'diamond-storm', 'mystical-fire', 'dazzling-gleam', 'body-press', 'meteor-beam', 'misty-explosion', 'terrain-pulse', 'tera-blast', 'snowscape']","['rock', 'fairy']",pink
90,diglett,53,2,diglett,84,8,"['sand-veil', 'arena-trap', 'sand-force']","['scratch', 'swords-dance', 'cut', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'growl', 'earthquake', 'fissure', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'screech', 'double-team', 'bide', 'fury-swipes', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'feint-attack', 'sludge-bomb', 'mud-slap', 'sandstorm', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'magnitude', 'pursuit', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'beat-up', 'uproar', 'memento', 'facade', 'helping-hand', 'secret-power', 'astonish', 'rock-tomb', 'aerial-ace', 'mud-shot', 'rock-blast', 'natural-gift', 'assurance', 'sucker-punch', 'earth-power', 'shadow-claw', 'mud-bomb', 'stone-edge', 'captivate', 'stealth-rock', 'hone-claws', 'foul-play', 'round', 'echoed-voice', 'ally-switch', 'final-gambit', 'bulldoze', 'work-up', 'confide', 'stomping-tantrum', 'scorching-sands', 'tera-blast']",['ground'],brown
91,ditto,101,3,ditto,214,40,"['limber', 'imposter']",['transform'],['normal'],purple
92,doduo,62,14,doduo,137,392,"['run-away', 'early-bird', 'tangled-feet']","['swords-dance', 'whirlwind', 'fly', 'jump-kick', 'headbutt', 'fury-attack', 'body-slam', 'take-down', 'thrash', 'double-edge', 'growl', 'supersonic', 'peck', 'drill-peck', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'haze', 'reflect', 'bide', 'mirror-move', 'swift', 'skull-bash', 'sky-attack', 'rest', 'tri-attack', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'feint-attack', 'mud-slap', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'sunny-day', 'uproar', 'facade', 'knock-off', 'endeavor', 'secret-power', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'acupressure', 'assurance', 'brave-bird', 'captivate', 'double-hit', 'round', 'echoed-voice', 'work-up', 'confide']","['normal', 'flying']",brown
93,drampa,170,30,drampa,956,1850,"['berserk', 'sap-sipper', 'cloud-nine']","['razor-wind', 'fly', 'roar', 'flamethrower', 'mist', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'solar-beam', 'dragon-rage', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'double-team', 'light-screen', 'fire-blast', 'swift', 'amnesia', 'glare', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'icy-wind', 'outrage', 'endure', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'heat-wave', 'facade', 'nature-power', 'helping-hand', 'superpower', 'endeavor', 'hyper-voice', 'tickle', 'signal-beam', 'extrasensory', 'block', 'dragon-claw', 'calm-mind', 'dragon-dance', 'shock-wave', 'water-pulse', 'roost', 'natural-gift', 'tailwind', 'fling', 'dragon-pulse', 'dragon-rush', 'focus-blast', 'energy-ball', 'giga-impact', 'shadow-claw', 'defog', 'draco-meteor', 'grass-knot', 'round', 'echoed-voice', 'bulldoze', 'dragon-tail', 'work-up', 'hurricane', 'snarl', 'play-rough', 'play-nice', 'confide', 'stomping-tantrum', 'breaking-swipe', 'scale-shot', 'lash-out']","['normal', 'dragon']",white
94,dratini,60,18,dratini,242,33,"['shed-skin', 'marvel-scale']","['bind', 'slam', 'headbutt', 'body-slam', 'wrap', 'take-down', 'double-edge', 'leer', 'supersonic', 'flamethrower', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'dragon-rage', 'fire-spin', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'light-screen', 'haze', 'reflect', 'bide', 'fire-blast', 'waterfall', 'swift', 'skull-bash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'zap-cannon', 'icy-wind', 'detect', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'iron-tail', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'extreme-speed', 'whirlpool', 'hail', 'facade', 'helping-hand', 'secret-power', 'dragon-dance', 'shock-wave', 'water-pulse', 'natural-gift', 'aqua-tail', 'dragon-pulse', 'dragon-rush', 'giga-impact', 'draco-meteor', 'iron-head', 'captivate', 'aqua-jet', 'round', 'incinerate', 'dragon-tail', 'confide', 'brutal-swing', 'breaking-swipe', 'scale-shot', 'tera-blast', 'chilling-water']",['dragon'],blue
95,drifloon,70,4,drifloon,555,12,"['aftermath', 'unburden', 'flare-boost']","['cut', 'gust', 'fly', 'bind', 'body-slam', 'disable', 'psybeam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'hypnosis', 'night-shade', 'double-team', 'minimize', 'haze', 'focus-energy', 'self-destruct', 'swift', 'constrict', 'amnesia', 'dream-eater', 'flash', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'spite', 'protect', 'mud-slap', 'destiny-bond', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'baton-pass', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'stockpile', 'spit-up', 'swallow', 'will-o-wisp', 'memento', 'facade', 'helping-hand', 'trick', 'magic-coat', 'recycle', 'knock-off', 'skill-swap', 'imprison', 'secret-power', 'astonish', 'weather-ball', 'air-cutter', 'silver-wind', 'aerial-ace', 'calm-mind', 'shock-wave', 'gyro-ball', 'natural-gift', 'tailwind', 'payback', 'embargo', 'sucker-punch', 'defog', 'trick-room', 'captivate', 'charge-beam', 'ominous-wind', 'telekinesis', 'round', 'clear-smog', 'stored-power', 'ally-switch', 'hex', 'acrobatics', 'phantom-force', 'confide', 'brutal-swing', 'tera-blast']","['ghost', 'flying']",purple
96,drilbur,66,3,drilbur,644,85,"['sand-rush', 'sand-force', 'mold-breaker']","['scratch', 'swords-dance', 'cut', 'submission', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'double-team', 'skull-bash', 'fury-swipes', 'rest', 'rock-slide', 'slash', 'substitute', 'snore', 'protect', 'sludge-bomb', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'rapid-spin', 'metal-claw', 'hidden-power', 'rock-smash', 'facade', 'brick-break', 'secret-power', 'mud-sport', 'crush-claw', 'rock-tomb', 'metal-sound', 'sand-tomb', 'aerial-ace', 'iron-defense', 'mud-shot', 'fling', 'poison-jab', 'x-scissor', 'earth-power', 'shadow-claw', 'rock-climb', 'stealth-rock', 'hone-claws', 'round', 'bulldoze', 'drill-run', 'confide', 'high-horsepower', 'scorching-sands']",['ground'],gray
97,drowzee,66,10,drowzee,154,324,"['insomnia', 'forewarn', 'inner-focus']","['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'disable', 'psybeam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'hypnosis', 'meditate', 'rage', 'teleport', 'night-shade', 'mimic', 'double-team', 'barrier', 'light-screen', 'reflect', 'bide', 'metronome', 'swift', 'skull-bash', 'dream-eater', 'poison-gas', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'zap-cannon', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'torment', 'flatter', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'trick', 'role-play', 'assist', 'magic-coat', 'recycle', 'brick-break', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'signal-beam', 'calm-mind', 'wake-up-slap', 'natural-gift', 'fling', 'guard-swap', 'drain-punch', 'focus-blast', 'nasty-plot', 'psycho-cut', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'power-split', 'psyshock', 'telekinesis', 'magic-room', 'synchronoise', 'low-sweep', 'foul-play', 'round', 'stored-power', 'ally-switch', 'draining-kiss', 'confide', 'dazzling-gleam', 'power-up-punch', 'psychic-terrain', 'tera-blast', 'trailblaze']",['psychic'],yellow
98,druddigon,170,16,druddigon,744,1390,"['rough-skin', 'sheer-force', 'mold-breaker']","['mega-punch', 'fire-punch', 'thunder-punch', 'scratch', 'cut', 'body-slam', 'leer', 'bite', 'roar', 'flamethrower', 'surf', 'hyper-beam', 'strength', 'dragon-rage', 'earthquake', 'dig', 'toxic', 'double-team', 'glare', 'rest', 'rock-slide', 'slash', 'substitute', 'snore', 'protect', 'scary-face', 'feint-attack', 'sludge-bomb', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'rock-smash', 'heat-wave', 'torment', 'facade', 'taunt', 'superpower', 'revenge', 'snatch', 'secret-power', 'crush-claw', 'rock-tomb', 'aerial-ace', 'dragon-claw', 'poison-tail', 'shock-wave', 'payback', 'fling', 'sucker-punch', 'dark-pulse', 'night-slash', 'aqua-tail', 'dragon-pulse', 'focus-blast', 'giga-impact', 'shadow-claw', 'thunder-fang', 'fire-fang', 'flash-cannon', 'rock-climb', 'draco-meteor', 'gunk-shot', 'iron-head', 'stealth-rock', 'charge-beam', 'hone-claws', 'smack-down', 'round', 'chip-away', 'incinerate', 'retaliate', 'bulldoze', 'dragon-tail', 'snarl', 'confide', 'power-up-punch', 'stomping-tantrum', 'scale-shot', 'lash-out', 'dual-wingbeat']",['dragon'],red
99,dunsparce,145,15,dunsparce,303,140,"['serene-grace', 'run-away', 'rattled']","['bind', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'bite', 'flamethrower', 'ice-beam', 'blizzard', 'hyper-beam', 'counter', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'screech', 'double-team', 'defense-curl', 'bide', 'fire-blast', 'amnesia', 'glare', 'dream-eater', 'rest', 'rock-slide', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'flail', 'spite', 'protect', 'scary-face', 'mud-slap', 'zap-cannon', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'baton-pass', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'rock-smash', 'facade', 'helping-hand', 'magic-coat', 'yawn', 'endeavor', 'secret-power', 'hyper-voice', 'astonish', 'rock-tomb', 'mud-shot', 'poison-tail', 'calm-mind', 'shock-wave', 'water-pulse', 'roost', 'gyro-ball', 'natural-gift', 'trump-card', 'last-resort', 'poison-jab', 'aqua-tail', 'air-slash', 'dragon-rush', 'earth-power', 'giga-impact', 'zen-headbutt', 'stone-edge', 'captivate', 'stealth-rock', 'charge-beam', 'coil', 'round', 'stored-power', 'hex', 'incinerate', 'retaliate', 'bulldoze', 'wild-charge', 'drill-run', 'confide', 'smart-strike', 'stomping-tantrum', 'scale-shot', 'terrain-pulse', 'skitter-smack', 'dual-wingbeat', 'tera-blast', 'ice-spinner', 'pounce', 'chilling-water', 'hyper-drill']",['normal'],yellow
100,duraludon,187,18,duraludon,1071,400,"['light-metal', 'heavy-metal', 'stalwart']","['swords-dance', 'body-slam', 'leer', 'hyper-beam', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'screech', 'light-screen', 'reflect', 'rest', 'rock-slide', 'slash', 'substitute', 'snore', 'protect', 'scary-face', 'outrage', 'endure', 'attract', 'sleep-talk', 'metal-claw', 'mirror-coat', 'rock-smash', 'facade', 'brick-break', 'rock-tomb', 'metal-sound', 'iron-defense', 'dragon-claw', 'gyro-ball', 'metal-burst', 'dark-pulse', 'night-slash', 'dragon-pulse', 'giga-impact', 'flash-cannon', 'draco-meteor', 'iron-head', 'stone-edge', 'stealth-rock', 'hone-claws', 'heavy-slam', 'foul-play', 'round', 'dragon-tail', 'snarl', 'laser-focus', 'stomping-tantrum', 'body-press', 'breaking-swipe', 'steel-beam', 'steel-roller']","['steel', 'dragon']",white
101,durant,169,3,durant,755,330,"['swarm', 'hustle', 'truant']","['vice-grip', 'guillotine', 'cut', 'sand-attack', 'bite', 'strength', 'thunder-wave', 'dig', 'toxic', 'agility', 'screech', 'double-team', 'rest', 'rock-slide', 'substitute', 'snore', 'flail', 'protect', 'feint-attack', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'metal-claw', 'hidden-power', 'crunch', 'rock-smash', 'beat-up', 'facade', 'helping-hand', 'superpower', 'endeavor', 'secret-power', 'rock-tomb', 'metal-sound', 'aerial-ace', 'iron-defense', 'metal-burst', 'rock-polish', 'x-scissor', 'energy-ball', 'giga-impact', 'shadow-claw', 'thunder-fang', 'flash-cannon', 'rock-climb', 'iron-head', 'stone-edge', 'bug-bite', 'hone-claws', 'entrainment', 'round', 'retaliate', 'struggle-bug', 'confide', 'infestation', 'first-impression', 'stomping-tantrum', 'steel-beam', 'skitter-smack']","['bug', 'steel']",gray
102,dusclops,159,16,dusclops,473,306,"['pressure', 'frisk']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'bind', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'leer', 'disable', 'ice-beam', 'blizzard', 'hyper-beam', 'counter', 'seismic-toss', 'strength', 'earthquake', 'toxic', 'psychic', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'metronome', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'mud-slap', 'foresight', 'icy-wind', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'dynamic-punch', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'trick', 'revenge', 'brick-break', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'astonish', 'rock-tomb', 'shadow-punch', 'calm-mind', 'gravity', 'natural-gift', 'payback', 'embargo', 'fling', 'sucker-punch', 'dark-pulse', 'giga-impact', 'shadow-sneak', 'trick-room', 'captivate', 'charge-beam', 'ominous-wind', 'wonder-room', 'telekinesis', 'round', 'ally-switch', 'hex', 'bulldoze', 'confide', 'infestation', 'power-up-punch', 'skitter-smack', 'poltergeist']",['ghost'],black
103,dusknoir,263,22,dusknoir,474,1066,"['pressure', 'frisk']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'bind', 'mega-kick', 'headbutt', 'body-slam', 'leer', 'disable', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'earthquake', 'toxic', 'psychic', 'night-shade', 'double-team', 'confuse-ray', 'metronome', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'mud-slap', 'foresight', 'destiny-bond', 'icy-wind', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'trick', 'revenge', 'brick-break', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'astonish', 'rock-tomb', 'shadow-punch', 'calm-mind', 'gravity', 'natural-gift', 'payback', 'embargo', 'fling', 'sucker-punch', 'dark-pulse', 'focus-blast', 'giga-impact', 'shadow-sneak', 'trick-room', 'captivate', 'charge-beam', 'ominous-wind', 'wonder-room', 'telekinesis', 'round', 'ally-switch', 'hex', 'bulldoze', 'confide', 'infestation', 'power-up-punch', 'darkest-lariat', 'laser-focus', 'skitter-smack', 'poltergeist']",['ghost'],black
104,duskull,59,8,duskull,472,150,"['levitate', 'frisk']","['headbutt', 'body-slam', 'double-edge', 'leer', 'disable', 'ice-beam', 'blizzard', 'toxic', 'psychic', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'haze', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'feint-attack', 'foresight', 'destiny-bond', 'icy-wind', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'torment', 'will-o-wisp', 'memento', 'facade', 'taunt', 'helping-hand', 'trick', 'revenge', 'skill-swap', 'imprison', 'grudge', 'snatch', 'secret-power', 'astonish', 'calm-mind', 'gravity', 'natural-gift', 'payback', 'embargo', 'fling', 'sucker-punch', 'dark-pulse', 'shadow-sneak', 'trick-room', 'captivate', 'charge-beam', 'ominous-wind', 'wonder-room', 'telekinesis', 'round', 'ally-switch', 'hex', 'confide', 'infestation', 'skitter-smack', 'poltergeist']",['ghost'],black
105,dwebble,65,3,dwebble,678,145,"['sturdy', 'shell-armor', 'weak-armor']","['swords-dance', 'cut', 'sand-attack', 'counter', 'strength', 'solar-beam', 'earthquake', 'dig', 'toxic', 'double-team', 'withdraw', 'rest', 'rock-slide', 'slash', 'substitute', 'snore', 'curse', 'flail', 'protect', 'feint-attack', 'spikes', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rock-smash', 'facade', 'nature-power', 'knock-off', 'secret-power', 'rock-tomb', 'sand-tomb', 'aerial-ace', 'iron-defense', 'block', 'rock-blast', 'rock-polish', 'poison-jab', 'night-slash', 'x-scissor', 'shadow-claw', 'rock-wrecker', 'stone-edge', 'stealth-rock', 'bug-bite', 'hone-claws', 'wide-guard', 'smack-down', 'round', 'shell-smash', 'struggle-bug', 'bulldoze', 'rototiller', 'confide', 'skitter-smack']","['bug', 'rock']",red
106,eevee,65,3,eevee,215,65,"['run-away', 'adaptability', 'anticipation']","['pay-day', 'double-kick', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'growl', 'dig', 'toxic', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'focus-energy', 'bide', 'swift', 'skull-bash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'facade', 'helping-hand', 'wish', 'yawn', 'refresh', 'secret-power', 'hyper-voice', 'weather-ball', 'fake-tears', 'tickle', 'covet', 'calm-mind', 'natural-gift', 'trump-card', 'copycat', 'last-resort', 'captivate', 'synchronoise', 'round', 'echoed-voice', 'stored-power', 'retaliate', 'work-up', 'confide', 'baby-doll-eyes', 'laser-focus', 'tera-blast', 'trailblaze']",['normal'],brown
107,ekans,58,20,ekans,32,69,"['intimidate', 'shed-skin', 'unnerve']","['bind', 'slam', 'headbutt', 'body-slam', 'wrap', 'take-down', 'double-edge', 'poison-sting', 'leer', 'bite', 'disable', 'acid', 'strength', 'mega-drain', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'haze', 'bide', 'skull-bash', 'glare', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'beat-up', 'stockpile', 'spit-up', 'swallow', 'torment', 'facade', 'snatch', 'secret-power', 'poison-fang', 'rock-tomb', 'poison-tail', 'natural-gift', 'payback', 'gastro-acid', 'sucker-punch', 'poison-jab', 'dark-pulse', 'aqua-tail', 'seed-bomb', 'switcheroo', 'mud-bomb', 'gunk-shot', 'captivate', 'venoshock', 'sludge-wave', 'coil', 'acid-spray', 'round', 'bulldoze', 'belch', 'confide', 'infestation', 'brutal-swing']",['poison'],purple
